1/2, -13/32
49/143, -24435368902/59797108943
49/144, -25220794655/61917364224
49/145, -26023652256/64097340625
49/146, -26844169261/66338290976
49/148, -28539097587/71008211968
49/149, -29413969900/73439775749
49/150, -30307423601/75937500000
49/151, -31219692126/78502725751
49/152, -32151010087/81136812032
49/153, -33101613272/83841135993
49/155, -35061624346/89466096875
49/156, -36071509691/92389579776
49/157, -37101635172/95388992557
49/158, -38152242457/98465804768
49/159, -39223574390/101621504799
49/160, -40315874991/104857600000
49/162, -42564364157/111577100832
49/163, -43721046642/115063617043
49/164, -44899685635/118636749824
49/165, -46100531036/122298103125
49/166, -47323833921/126049300576
49/167, -48569846542/129891985607
49/169, -51131015880/137858491849
49/170, -52446682981/141985700000
49/171, -53786080586/146211169851
49/172, -55149466827/150536645632
49/173, -56537101012/154963892093
49/174, -57949243625/159494694624
49/176, -60848101951/168874213376
49/177, -62335344512/173726604657
49/178, -63848149197/178689902368
49/179, -65386782370/183765996899
49/180, -66951511571/188956800000
49/181, -68542605516/194264244901
49/183, -71804968382/205236901143
49/184, -73476780615/210906087424
49/185, -75176044216/216699865625
49/186, -76903033781/222620278176
49/187, -78658025082/228669389707
49/188, -80441295067/234849287168
49/190, -84093784761/247609900000
49/191, -85963564246/254194901951
49/192, -87862741967/260919263232
49/193, -89791600752/267785184193
49/194, -91750424605/274794888224
49/195, -93739498706/281950621875
49/197, -97809544252/296709280757
49/198, -99891091937/304316815968
49/199, -102004042350/312079600999
50, 257864950
50/3, 158100950/243
50/7, -5175050/16807
50/9, -69743050/59049
50/11, -123667050/161051
50/13, -167523050/371293
50/17, -227431050/1419857
50/19, -244731050/2476099
50/21, -254459050/4084101
50/23, -257287050/6436343
50/27, -245027050/14348907
50/29, -231379050/20511149
50/31, -213711050/28629151
50/33, -192791050/39135393
50/37, -144363050/69343957
50/39, -118487050/90224199
50/41, -92623050/115856201
50/43, -67635050/147008443
50/47, -23839050/229345007
50/49, -6855050/282475249
50/51, 5604950/345025251
50/53, 12580950/418195493
50/57, 6144950/601692057
50/59, -9283050/714924299
50/61, -34227050/844596301
50/63, -69743050/992436543
50/67, -176811050/1350125107
50/69, -250571050/1564031349
50/71, -339319050/1804229351
50/73, -444207050/2073071593
50/77, -707107050/2706784157
50/79, -867519050/3077056399
50/81, -1048871050/3486784401
50/83, -1252411050/3939040643
50/87, -1731143050/4984209207
50/89, -2008927050/5584059449
50/91, -2314083050/6240321451
50/93, -2647955050/6956883693
50/97, -3407319050/8587340257
50/99, -3835595050/9509900499
50/101, -4298155050/10510100501
50/103, -4796439050/11592740743
50/107, -5906035050/14025517307
50/109, -6520323050/15386239549
50/111, -7176287050/16850581551
50/113, -7875463050/18424351793
50/117, -9409691050/21924480357
50/119, -10247911050/23863536599
50/121, -11135679050/25937424601
50/123, -12074627050/28153056843
50/127, -14112687050/33038369407
50/129, -15215159050/35723051649
50/131, -16375531050/38579489651
50/133, -17595531050/41615795893
50/137, -20221423050/48261724457
50/139, -21630867050/51888844699
50/141, -23107043050/55730836701
50/143, -24651775050/59797108943
50/147, -27954299050/68641485507
50/149, -29715835050/73439775749
50/151, -31553415050/78502725751
50/153, -33468959050/83841135993
50/157, -37541715050/95388992557
50/159, -39702863050/101621504799
50/161, -41949847050/108175616801
50/163, -44284683050/115063617043
50/167, -49226071050/129891985607
50/169, -51836751050/137858491849
50/171, -54543539050/146211169851
50/173, -57348547050/154963892093
50/177, -63261767050/173726604657
50/179, -66374299050/183765996899
50/181, -69593691050/194264244901
50/183, -72922151050/205236901143
50/187, -79915203050/228669389707
50/189, -83584307050/241162079949
50/191, -87371503050/254194901951
50/193, -91279095050/267785184193
50/197, -99464779050/296709280757
50/199, -103747575050/312079600999
51, 285852450
51/2, 230065437/32
51/4, 128390511/1024
51/5, 82370406/3125
51/7, -374748/16807
51/8, -37239333/32768
51/10, -102310539/100000
51/11, -130664040/161051
51/13, -179383218/371293
51/14, -199903119/537824
51/16, -233658285/1048576
51/19, -267300384/2476099
51/20, -274317729/3200000
51/22, -282573303/5153632
51/23, -283987788/6436343
51/25, -281839974/9765625
51/26, -278461275/11881376
51/28, -267562473/17210368
51/29, -260233314/20511149
51/31, -242302020/28629151
51/32, -231898173/33554432
51/35, -196149264/52521875
51/37, -169572858/69343957
51/38, -155779143/79235168
51/40, -127722309/102400000
51/41, -113679510/115856201
51/43, -86125128/147008443
51/44, -72841209/164916224
51/46, -47838255/205962976
51/47, -36354228/229345007
51/49, -16017774/282475249
51/50, -7407699/312500000
51/52, 6081087/380204032
51/53, 10710102/418195493
51/55, 15103956/503284375
51/56, 14611755/550731776
51/58, 7597317/656356768
51/59, 810696/714924299
51/61, -19991490/844596301
51/62, -34278783/916132832
51/64, -71314269/1073741824
51/65, -94341534/1160290625
51/67, -150121968/1350125107
51/70, -260264679/1680700000
51/71, -304621980/1804229351
51/73, -405691638/2073071593
51/74, -462705099/2219006624
51/76, -590451225/2535525376
51/77, -661492338/2706784157
51/79, -818690964/3077056399
51/80, -905164269/3276800000
51/82, -1094657523/3707398432
51/83, -1198000608/3939040643
51/86, -1544380215/4704270176
51/88, -1807253493/5277319168
51/89, -1948781094/5584059449
51/91, -2252871960/6240321451
51/92, -2415780393/6590815232
51/94, -2764195359/7339040224
51/95, -2950054404/7737809375
51/97, -3345966078/8587340257
51/98, -3556378563/9039207968
51/100, -4003025649/10000000000
51/101, -4239627450/10510100501
51/103, -4740314748/11592740743
51/104, -5004774789/12166529024
51/106, -5562873195/13382255776
51/107, -5856893448/14025517307
51/109, -6475839954/15386239549
51/110, -6801155439/16105100000
51/112, -7484453133/17623416832
51/113, -7842831918/18424351793
51/115, -8594049984/20113571875
51/116, -8987293185/21003416576
51/118, -9810066903/22877577568
51/121, -11138039430/25937424601
51/122, -11606547003/27027081632
51/124, -12583602249/29316250624
51/125, -13092575874/30517578125
51/127, -14152489188/33038369407
51/128, -14703862173/34359738368
51/130, -15850533219/37129300000
51/131, -16446271920/38579489651
51/133, -17683666458/41615795893
51/134, -18325770279/43204003424
51/137, -20348421558/48261724457
51/139, -21779424744/51888844699
51/140, -22520389209/53782400000
51/142, -24054409743/57735339232
51/143, -24847935828/59797108943
51/145, -26489203854/64097340625
51/146, -27337423155/66338290976
51/148, -29090234913/71008211968
51/149, -29995312074/73439775749
51/151, -31864029900/78502725751
51/152, -32828162613/81136812032
51/154, -34817214939/86617093024
51/155, -35842633944/89466096875
51/157, -37956515298/95388992557
51/158, -39045484383/98465804768
51/160, -41288755389/104857600000
51/161, -42443571390/108175616801
51/163, -44820858768/115063617043
51/164, -46043851569/118636749824
51/166, -48559848135/126049300576
51/167, -49853380668/129891985607
51/169, -52512845334/137858491849
51/172, -56687071353/150536645632
51/173, -58128904338/154963892093
51/175, -61089846324/164130859375
51/176, -62609506125/168874213376
51/178, -65728589523/178689902368
51/179, -67328571264/183765996899
51/181, -70610819370/194264244901
51/182, -72293651223/199690286432
51/184, -75744153429/210906087424
51/185, -77512396614/216699865625
51/188, -82992557193/234849287168
51/190, -86795100159/247609900000
51/191, -88741981860/254194901951
51/193, -92728443678/267785184193
51/194, -94768618659/274794888224
51/196, -98944353105/289254654976
51/197, -101080514778/296709280757
51/199, -105450941724/312079600999
52, 316216524
52/3, 198945292/243
52/5, 95494412/3125
52/7, 5304780/16807
52/9, -72202676/59049
52/11, -137626996/161051
52/15, -234722228/759375
52/17, -267691060/1419857
52/19, -291172596/2476099
52/21, -305865716/4084101
52/23, -312489268/6436343
52/25, -311782068/9765625
52/27, -304502900/14348907
52/29, -291430516/20511149
52/31, -273363636/28629151
52/33, -251120948/39135393
52/35, -225541108/52521875
52/37, -197482740/69343957
52/41, -137464756/115856201
52/43, -107322228/147008443
52/45, -78335348/184528125
52/47, -51462580/229345007
52/49, -27682356/282475249
52/51, -7993076/345025251
52/53, 6586892/418195493
52/55, 15019212/503284375
52/57, 16245580/601692057
52/59, 9187724/714924299
52/61, -7252596/844596301
52/63, -34193588/992436543
52/67, -124150260/1350125107
52/69, -189502196/1564031349
52/71, -270027316/1804229351
52/73, -366943668/2073071593
52/75, -481489268/2373046875
52/77, -614922100/2706784157
52/79, -768520116/3077056399
52/81, -943581236/3486784401
52/83, -1141423348/3939040643
52/85, -1363384308/4437053125
52/87, -1610821940/4984209207
52/89, -1885114036/5584059449
52/93, -2519872628/6956883693
52/95, -2883194548/7737809375
52/97, -3279081780/8587340257
52/99, -3709011956/9509900499
52/101, -4174482676/10510100501
52/103, -4677011508/11592740743
52/105, -5218135988/12762815625
52/107, -5799413620/14025517307
52/109, -6422421876/15386239549
52/111, -7088758196/16850581551
52/113, -7800039988/18424351793
52/115, -8557904628/20113571875
52/119, -10220031796/23863536599
52/121, -11127668916/25937424601
52/123, -12088638068/28153056843
52/125, -13104676468/30517578125
52/127, -14177541300/33038369407
52/129, -15309009716/35723051649
52/131, -16500878836/38579489651
52/133, -17754965748/41615795893
52/135, -19073107508/44840334375
52/137, -20457161140/48261724457
52/139, -21909003636/51888844699
52/141, -23430531956/55730836701
52/145, -26690333748/64097340625
52/147, -28432500980/68641485507
52/149, -30252141556/73439775749
52/151, -32151252276/78502725751
52/153, -34131849908/83841135993
52/155, -36195971188/89466096875
52/157, -38345672820/95388992557
52/159, -40583031476/101621504799
52/161, -42910143796/108175616801
52/163, -45329126388/115063617043
52/165, -47842115828/122298103125
52/167, -50451268660/129891985607
52/171, -55966790516/146211169851
52/173, -58877572468/154963892093
52/175, -61893343668/164130859375
52/177, -65016360500/173726604657
52/179, -68248899316/183765996899
52/181, -71593256436/194264244901
52/183, -75051748148/205236901143
52/185, -78626710708/216699865625
52/187, -82320500340/228669389707
52/189, -86135493236/241162079949
52/191, -90074085556/254194901951
52/193, -94138693428/267785184193
52/197, -102655720180/296709280757
52/199, -107113071156/312079600999
53, 349105276
53/2, 283817703/32
53/3, 222263450/243
53/4, 164371921/1024
53/5, 110071248/3125
53/6, 59288291/7776
53/7, 11948638/16807
53/8, -32023395/32768
53/9, -72704764/59049
53/10, -110173697/100000
53/11, -144509694/161051
53/12, -175793527/248832
53/13, -204107240/371293
53/14, -229534149/537824
53/15, -252158842/759375
53/16, -272067179/1048576
53/17, -289346292/1419857
53/18, -304084585/1889568
53/19, -316371734/2476099
53/20, -326298687/3200000
53/21, -333957664/4084101
53/22, -339442157/5153632
53/23, -342846930/6436343
53/24, -344268019/7962624
53/25, -343802732/9765625
53/26, -341549649/11881376
53/27, -337608622/14348907
53/28, -332080775/17210368
53/29, -325068504/20511149
53/30, -316675477/24300000
53/31, -307006634/28629151
53/32, -296168187/33554432
53/33, -284267620/39135393
53/34, -271413689/45435424
53/35, -257716422/52521875
53/36, -243287119/60466176
53/37, -228238352/69343957
53/38, -212683965/79235168
53/39, -196739074/90224199
53/40, -180520067/102400000
53/41, -164144604/115856201
53/42, -147731617/130691232
53/43, -131401310/147008443
53/44, -115275159/164916224
53/45, -99475912/184528125
53/46, -84127589/205962976
53/47, -69355482/229345007
53/48, -55286155/254803968
53/49, -42047444/282475249
53/50, -29768457/312500000
53/51, -18579574/345025251
53/52, -8612447/380204032
53/54, 7123571/459165024
53/55, 12622798/503284375
53/56, 16360941/550731776
53/57, 18199988/601692057
53/58, 18000655/656356768
53/59, 15622386/714924299
53/60, 10923353/777600000
53/61, 3760456/844596301
53/62, -6010677/916132832
53/63, -18535690/992436543
53/64, -33961499/1073741824
53/65, -52436292/1160290625
53/66, -74109529/1252332576
53/67, -99131942/1350125107
53/68, -127655535/1453933568
53/69, -159833584/1564031349
53/70, -195820637/1680700000
53/71, -235772514/1804229351
53/72, -279846307/1934917632
53/73, -328200380/2073071593
53/74, -380994369/2219006624
53/75, -438389182/2373046875
53/76, -500546999/2535525376
53/77, -567631272/2706784157
53/78, -639806725/2887174368
53/79, -717239354/3077056399
53/80, -800096427/3276800000
53/81, -888546484/3486784401
53/82, -982759337/3707398432
53/83, -1082906070/3939040643
53/84, -1189159039/4182119424
53/85, -1301691872/4437053125
53/86, -1420679469/4704270176
53/87, -1546298002/4984209207
53/88, -1678724915/5277319168
53/89, -1818138924/5584059449
53/90, -1964720017/5904900000
53/91, -2118649454/6240321451
53/92, -2280109767/6590815232
53/93, -2449284760/6956883693
53/94, -2626359509/7339040224
53/95, -2811520362/7737809375
53/96, -3004954939/8153726976
53/97, -3206852132/8587340257
53/98, -3417402105/9039207968
53/99, -3636796294/9509900499
53/100, -3865227407/10000000000
53/101, -4102889424/10510100501
53/102, -4349977597/11040808032
53/103, -4606688450/11592740743
53/104, -4873219779/12166529024
53/105, -5149770652/12762815625
53/107, -5733733662/14025517307
53/108, -6041550295/14693280768
53/109, -6360195464/15386239549
53/110, -6689874597/16105100000
53/111, -7030794394/16850581551
53/112, -7383162827/17623416832
53/113, -7747189140/18424351793
53/114, -8123083849/19254145824
53/115, -8511058742/20113571875
53/116, -8911326879/21003416576
53/117, -9324102592/21924480357
53/118, -9749601485/22877577568
53/119, -10188040434/23863536599
53/120, -10639637587/24883200000
53/121, -11104612364/25937424601
53/122, -11583185457/27027081632
53/123, -12075578830/28153056843
53/124, -12582015719/29316250624
53/125, -13102720632/30517578125
53/126, -13637919349/31757969376
53/127, -14187838922/33038369407
53/128, -14752707675/34359738368
53/129, -15332755204/35723051649
53/130, -15928212377/37129300000
53/131, -16539311334/38579489651
53/132, -17166285487/40074642432
53/133, -17809369520/41615795893
53/134, -18468799389/43204003424
53/135, -19144812322/44840334375
53/136, -19837646819/46525874176
53/137, -20547542652/48261724457
53/138, -21274740865/50049003168
53/139, -22019483774/51888844699
53/140, -22782014967/53782400000
53/141, -23562579304/55730836701
53/142, -24361422917/57735339232
53/143, -25178793210/59797108943
53/144, -26014938859/61917364224
53/145, -26870109812/64097340625
53/146, -27744557289/66338290976
53/147, -28638533782/68641485507
53/148, -29552293055/71008211968
53/149, -30486090144/73439775749
53/150, -31440181357/75937500000
53/151, -32414824274/78502725751
53/152, -33410277747/81136812032
53/153, -34426801900/83841135993
53/154, -35464658129/86617093024
53/155, -36524109102/89466096875
53/156, -37605418759/92389579776
53/157, -38708852312/95388992557
53/158, -39834676245/98465804768
53/160, -42154567547/104857600000
53/161, -43349174244/108175616801
53/162, -44567249977/111577100832
53/163, -45809067590/115063617043
53/164, -47074901199/118636749824
53/165, -48365026192/122298103125
53/166, -49679719229/126049300576
53/167, -51019258242/129891985607
53/168, -52383922435/133827821568
53/169, -53773992284/137858491849
53/170, -55189749537/141985700000
53/171, -56631477214/146211169851
53/172, -58099459607/150536645632
53/173, -59593982280/154963892093
53/174, -61115332069/159494694624
53/175, -62663797082/164130859375
53/176, -64239666699/168874213376
53/177, -65843231572/173726604657
53/178, -67474783625/178689902368
53/179, -69134616054/183765996899
53/180, -70823023327/188956800000
53/181, -72540301184/194264244901
53/182, -74286746637/199690286432
53/183, -76062657970/205236901143
53/184, -77868334739/210906087424
53/185, -79704077772/216699865625
53/186, -81570189169/222620278176
53/187, -83466972302/228669389707
53/188, -85394731815/234849287168
53/189, -87353773624/241162079949
53/190, -89344404917/247609900000
53/191, -91366934154/254194901951
53/192, -93421671067/260919263232
53/193, -95508926660/267785184193
53/194, -97629013209/274794888224
53/195, -99782244262/281950621875
53/196, -101968934639/289254654976
53/197, -104189400432/296709280757
53/198, -106443959005/304316815968
53/199, -108732928994/312079600999
54, 384672834
54/5, 126211554/3125
54/7, 19646658/16807
54/11, -151262046/161051
54/13, -216912222/371293
54/17, -312025662/1419857
54/19, -342919710/2476099
54/23, -375114942/6436343
54/25, -377971326/9765625
54/29, -361245150/20511149
54/31, -343342206/28629151
54/35, -292811166/52521875
54/37, -261987102/69343957
54/41, -193887486/115856201
54/43, -158540382/147008443
54/47, -90228222/229345007
54/49, -59316030/282475249
54/53, -9267102/418195493
54/55, 7692354/503284375
54/59, 19882530/714924299
54/61, 12811554/844596301
54/65, -33572286/1160290625
54/67, -75311262/1350125107
54/71, -202104126/1804229351
54/73, -289708542/2073071593
54/77, -519865182/2706784157
54/79, -665092350/3077056399
54/83, -1022687262/3939040643
54/85, -1237854366/4437053125
54/89, -1748081790/5584059449
54/91, -2046065886/6240321451
54/95, -2735239806/7737809375
54/97, -3129477822/8587340257
54/101, -4025031966/10510100501
54/103, -4529520702/11592740743
54/107, -5660008542/14025517307
54/109, -6289304670/15386239549
54/113, -7684399422/18424351793
54/115, -8453619486/20113571875
54/119, -10144114110/23863536599
54/121, -11068934526/25937424601
54/125, -13086741726/30517578125
54/127, -14183398782/33038369407
54/131, -16561551006/38579489651
54/133, -17846840862/41615795893
54/137, -20619490302/48261724457
54/139, -22110768990/51888844699
54/143, -25313187582/59797108943
54/145, -27028371006/64097340625
54/149, -30696950430/73439775749
54/151, -32654514366/78502725751
54/155, -36826766046/89466096875
54/157, -39045746142/95388992557
54/161, -43760301246/108175616801
54/163, -46260293022/115063617043
54/167, -51556902462/129891985607
54/169, -54358061310/137858491849
54/173, -60277595742/154963892093
54/175, -63400636926/164130859375
54/179, -69985086750/183765996899
54/181, -73451285406/194264244901
54/185, -80743760766/216699865625
54/187, -84574951902/228669389707
54/191, -92619682686/254194901951
54/193, -96838261182/267785184193
54/197, -105680597022/296709280757
54/199, -110309517630/312079600999
55, 423079470
55/2, 347126945/32
55/3, 275352220/243
55/4, 207679395/1024
55/6, 84329245/7776
55/7, 28493520/16807
55/8, -23557105/32768
55/9, -71905130/59049
55/12, -195578405/248832
55/13, -229967430/371293
55/14, -261086155/537824
55/16, -313875705/1048576
55/17, -335731330/1419857
55/18, -354686255/1889568
55/19, -370836180/2476099
55/21, -395110430/4084101
55/23, -409346080/6436343
55/24, -412952705/7962624
55/26, -413661655/11881376
55/27, -410975180/14348907
55/28, -406404405/17210368
55/29, -400058230/20511149
55/31, -382481880/28629151
55/32, -371476105/33554432
55/34, -345600255/45435424
55/36, -315348605/60466176
55/37, -298878030/69343957
55/38, -281671555/79235168
55/39, -263851280/90224199
55/41, -226864330/115856201
55/42, -207948455/130691232
55/43, -188920380/147008443
55/46, -132456555/205962976
55/47, -114279880/229345007
55/48, -96647705/254803968
55/49, -79695330/282475249
55/51, -48377780/345025251
55/52, -34289805/380204032
55/53, -21436030/418195493
55/54, -9958355/459165024
55/56, 8294495/550731776
55/57, 14779270/601692057
55/58, 19307145/656356768
55/59, 21729620/714924299
55/61, 19657770/844596301
55/62, 14859845/916132832
55/63, 7349320/992436543
55/64, -3028905/1073741824
55/67, -52940580/1350125107
55/68, -76367005/1453933568
55/69, -103456430/1564031349
55/71, -169277680/1804229351
55/72, -208339505/1934917632
55/73, -251724330/2073071593
55/74, -299600455/2219006624
55/76, -409506405/2535525376
55/78, -539430155/2887174368
55/79, -612333480/3077056399
55/81, -774904130/3486784401
55/82, -864927855/3707398432
55/83, -961016980/3939040643
55/84, -1063353005/4182119424
55/86, -1287498355/4704270176
55/87, -1409677280/4984209207
55/89, -1675181530/5584059449
55/91, -1970141580/6240321451
55/92, -2129145205/6590815232
55/93, -2296088630/6956883693
55/94, -2471166555/7339040224
55/96, -2846511305/8153726976
55/97, -3047174130/8587340257
55/98, -3256763455/9039207968
55/101, -3941110030/10510100501
55/102, -4188431555/11040808032
55/103, -4445699280/11592740743
55/104, -4713121105/12166529024
55/106, -5279265255/13382255776
55/107, -5578409980/14025517307
55/108, -5888553605/14693280768
55/109, -6209910630/15386239549
55/111, -6887129480/16850581551
55/112, -7243426905/17623416832
55/113, -7611808930/18424351793
55/114, -7992496655/19254145824
55/116, -8791680205/21003416576
55/117, -9210624830/21924480357
55/118, -9642772755/22877577568
55/119, -10088351680/23863536599
55/122, -11507971255/27027081632
55/123, -12009577580/28153056843
55/124, -12525773205/29316250624
55/126, -13602876155/31757969376
55/127, -14164258680/33038369407
55/128, -14741180905/34359738368
55/129, -15333883730/35723051649
55/131, -16567601380/38579489651
55/133, -17867365230/41615795893
55/134, -18542630755/43204003424
55/136, -19945173105/46525874176
55/137, -20672951530/48261724457
55/138, -21418738055/50049003168
55/139, -22182786780/51888844699
55/141, -23766693830/55730836701
55/142, -24587066955/57735339232
55/144, -26285949305/61917364224
55/146, -28064091055/66338290976
55/147, -28983543380/68641485507
55/148, -29923604205/71008211968
55/149, -30884540830/73439775749
55/151, -32870117280/78502725751
55/152, -33895298305/81136812032
55/153, -34942437530/83841135993
55/156, -38218350005/92389579776
55/157, -39356074230/95388992557
55/158, -40517139355/98465804768
55/159, -41701825880/101621504799
55/161, -44143191730/108175616801
55/162, -45400438655/111577100832
55/163, -46682442180/115063617043
55/164, -47989489405/118636749824
55/166, -50679869955/126049300576
55/167, -52063784080/129891985607
55/168, -53473903505/133827821568
55/169, -54910521930/137858491849
55/171, -57864437180/146211169851
55/172, -59382328005/150536645632
55/173, -60927905830/154963892093
55/174, -62501470955/159494694624
55/177, -67393112930/173726604657
55/178, -69081656655/178689902368
55/179, -70799708980/183765996899
55/181, -74325573630/194264244901
55/182, -76134006355/199690286432
55/183, -77973188480/205236901143
55/184, -79843433505/210906087424
55/186, -83678372855/222620278176
55/188, -87641358805/234849287168
55/189, -89671667030/241162079949
55/191, -93831521080/254194901951
55/192, -95961713705/260919263232
55/193, -98125850130/267785184193
55/194, -100324257055/274794888224
55/196, -104825195805/289254654976
55/197, -107128387630/296709280757
55/199, -111841876080/312079600999
56, 464491720
56/3, 305404232/243
56/5, 163651656/3125
56/9, -70450744/59049
56/11, -164155320/161051
56/13, -243234488/371293
56/15, -308419384/759375
56/17, -360462648/1419857
56/19, -400138424/2476099
56/23, -445591608/6436343
56/25, -453024824/9765625
56/27, -451402168/14348907
56/29, -441605304/20511149
56/31, -424537400/28629151
56/33, -401123128/39135393
56/37, -339061688/69343957
56/39, -302371384/90224199
56/41, -263248440/115856201
56/43, -222725048/147008443
56/45, -181854904/184528125
56/47, -141713208/229345007
56/51, -68023480/345025251
56/53, -36733368/418195493
56/55, -10687544/503284375
56/57, 8931272/601692057
56/59, 20918856/714924299
56/61, 24049480/844596301
56/65, -1270584/1160290625
56/67, -32280248/1350125107
56/69, -77264824/1564031349
56/71, -137557560/1804229351
56/73, -214513208/2073071593
56/75, -309508024/2373046875
56/79, -559227704/3077056399
56/81, -716812600/3486784401
56/83, -898156728/3939040643
56/85, -1104743864/4437053125
56/87, -1338079288/4984209207
56/89, -1599689784/5584059449
56/93, -2213950648/6956883693
56/95, -2569762104/7737809375
56/97, -2960170808/8587340257
56/99, -3386811064/9509900499
56/101, -3851338680/10510100501
56/103, -4355430968/11592740743
56/107, -5489126328/14025517307
56/109, -6122191544/15386239549
56/111, -6801745720/16850581551
56/113, -7529573688/18424351793
56/115, -8307481784/20113571875
56/117, -9137297848/21924480357
56/121, -10960072760/25937424601
56/123, -11956794808/28153056843
56/125, -13012951224/30517578125
56/127, -14130477368/33038369407
56/129, -15311330104/35723051649
56/131, -16557487800/38579489651
56/135, -19253739064/44840334375
56/137, -20707896888/48261724457
56/139, -22235488184/51888844699
56/141, -23838598840/55730836701
56/143, -25519336248/59797108943
56/145, -27279829304/64097340625
56/149, -31048705464/73439775749
56/151, -33061453880/78502725751
56/153, -35162688568/83841135993
56/155, -37354645944/89466096875
56/157, -39639583928/95388992557
56/159, -42019781944/101621504799
56/163, -47075183288/115063617043
56/165, -49755052984/122298103125
56/167, -52539515448/129891985607
56/169, -55430957624/137858491849
56/171, -58431787960/146211169851
56/173, -61544436408/154963892093
56/177, -68115014968/173726604657
56/179, -71577912504/183765996899
56/181, -75162563000/194264244901
56/183, -78871503928/205236901143
56/185, -82707294264/216699865625
56/187, -86672514488/228669389707
56/191, -95001674040/254194901951
56/193, -99370881848/267785184193
56/195, -103880056504/281950621875
56/197, -108531886008/296709280757
56/199, -113329079864/312079600999
57, 509082504
57/2, 421209195/32
57/4, 259349829/1024
57/5, 185199612/3125
57/7, 50037450/16807
57/8, -11146863/32768
57/10, -121163133/100000
57/11, -170175666/161051
57/13, -256671228/371293
57/14, -294343041/537824
57/16, -359016951/1048576
57/17, -386216040/1419857
57/20, -448472523/3200000
57/22, -474895785/5153632
57/23, -483901158/6436343
57/25, -494043168/9765625
57/26, -495401421/11881376
57/28, -491256723/17210368
57/29, -485983596/20511149
57/31, -469620606/28629151
57/32, -458768775/33554432
57/34, -432329781/45435424
57/35, -416988858/52521875
57/37, -382690020/69343957
57/40, -324117903/102400000
57/41, -303215376/115856201
57/43, -260140818/147008443
57/44, -238239651/164916224
57/46, -194396961/205962976
57/47, -172734510/229345007
57/49, -130635336/282475249
57/50, -110485893/312500000
57/52, -72715755/380204032
57/53, -55390548/418195493
57/55, -24608838/503284375
57/56, -11456031/550731776
57/58, 9603987/656356768
57/59, 17199294/714924299
57/61, 25730484/844596301
57/62, 26346255/916132832
57/64, 19467609/1073741824
57/65, 11644872/1160290625
57/67, -13598490/1350125107
57/68, -31355643/1453933568
57/70, -77992473/1680700000
57/71, -107216886/1804229351
57/73, -178349808/2073071593
57/74, -220611261/2219006624
57/77, -376321980/2706784157
57/79, -506050446/3077056399
57/80, -579243063/3276800000
57/82, -743218725/3707398432
57/83, -834379338/3939040643
57/85, -1036000308/4437053125
57/86, -1146846441/4704270176
57/88, -1389584703/5277319168
57/89, -1521870816/5584059449
57/91, -1809272226/6240321451
57/92, -1964789715/6590815232
57/94, -2300474001/7339040224
57/97, -2868711960/8587340257
57/98, -3076214133/9039207968
57/100, -3519618843/10000000000
57/101, -3755948196/10510100501
57/103, -4258938198/11592740743
57/104, -4526033871/12166529024
57/106, -5092524381/13382255776
57/107, -5392362450/14025517307
57/109, -6026342556/15386239549
57/110, -6360936033/16105100000
57/112, -7066468695/17623416832
57/113, -7437867528/18424351793
57/115, -8219089578/20113571875
57/116, -8629380651/21003416576
57/118, -9490502793/22877577568
57/119, -9941809926/23863536599
57/121, -10887116736/25937424601
57/122, -11381600685/27027081632
57/124, -12415450611/29316250624
57/125, -12955309068/30517578125
57/127, -14082134430/33038369407
57/128, -14669602023/34359738368
57/130, -15893909013/37129300000
57/131, -16531257306/38579489651
57/134, -18547163481/43204003424
57/136, -19980247791/46525874176
57/137, -20724319920/48261724457
57/139, -22268847666/51888844699
57/140, -23069836803/53782400000
57/142, -24730609665/57735339232
57/143, -25590935118/59797108943
57/145, -27372828648/64097340625
57/146, -28294946661/66338290976
57/148, -30202910283/71008211968
57/149, -31189314036/73439775749
57/151, -33228371046/78502725751
57/154, -36456838221/86617093024
57/155, -37579440738/89466096875
57/157, -39896049900/95388992557
57/158, -41090639313/98465804768
57/160, -43553854983/104857600000
57/161, -44823072216/108175616801
57/163, -47438213178/115063617043
57/164, -48784736091/118636749824
57/166, -51557195001/126049300576
57/167, -52983738390/129891985607
57/169, -55918981776/137858491849
57/170, -57428297373/141985700000
57/172, -60531865635/150536645632
57/173, -62126742108/154963892093
57/175, -65404249518/164130859375
57/176, -67087512471/168874213376
57/178, -70544647173/178689902368
57/179, -72319159146/183765996899
57/181, -75961683156/194264244901
57/182, -77830343625/199690286432
57/184, -81664092831/210906087424
57/185, -83629838208/216699865625
57/187, -87660722370/228669389707
57/188, -89726526003/234849287168
57/191, -96129400926/254194901951
57/193, -100572579768/267785184193
57/194, -102847567701/274794888224
57/196, -107506054011/289254654976
57/197, -109890241860/296709280757
57/199, -114770240886/312079600999
58, 557031246
58/3, 373271470/243
58/5, 208807598/3125
58/7, 62949198/16807
58/9, -65016434/59049
58/11, -175824274/161051
58/13, -270231570/371293
58/15, -349017842/759375
58/17, -412984882/1419857
58/19, -462956754/2476099
58/21, -499779794/4084101
58/23, -524322610/6436343
58/25, -537476082/9765625
58/27, -540153362/14348907
58/31, -517843314/28629151
58/33, -494793650/39135393
58/35, -465143122/52521875
58/37, -429916242/69343957
58/39, -390159794/90224199
58/41, -346942834/115856201
58/43, -301356690/147008443
58/45, -254514962/184528125
58/47, -207553522/229345007
